,get angry easily (1983),get angry easily (1988),get angry easily (1992),get angry easily (2000),jealousy (1983),jealousy (1988),jealousy (1992),jealousy (2000),not home enough (1983),not home enough (1988),not home enough (1992),not home enough (2000),not talking (1983),not talking (1988),not talking (1992),not talking (2000),sex with others (1983),sex with others (1988),sex with others (1992),sex with others (2000),marital_instability_1983_(1983),marital_instability_in_1988_(1988),marital_stability_1992_(1992),marital_instability_2000_(2000),income_combined_2000,income_combined_1992,income_combined_1988,income_combined_1983
1629,NO,NO,NO,NO,NO,NO,NO,NO,YES SPOUSE,NO,"YES,SPOUSE",NO,YES SELF,NO,NO,NO,NO,NO,NO,NO,0.4799999892711639,0.0,0.3000000119209289,0.0,"\$50,000 - \$59,999","\$20,000 - \$29,999","Under \$20,000","Under \$20,000"
1630,YES SPOUSE,NO,NO,"YES, SPOUSE",YES SPOUSE,"YES,SPOUSE","YES,SPOUSE","YES, SPOUSE",NO,NO,NO,NO,NO,"YES,SELF","YES,SELF","YES, SELF",NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$30,000 - \$39,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
1631,NO,NO,NO,"YES, SELF",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.3000000119209289,0.0,"\$40,000 - \$49,999","\$20,000 - \$29,999","\$20,000 - \$29,999","\$20,000 - \$29,999"
1633,NO,NO,NO,BOTH,BOTH,"YES,SELF","YES,SELF",BOTH,NO,NO,"YES,SPOUSE",NO,NO,NO,NO,NO,BOTH,NO,BOTH,NO,0.4799999892711639,0.6000000238418579,0.7799999713897705,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
1638,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES,SELF",NO,NO,0.3000000119209289,0.4799999892711639,0.3000000119209289,0.0,"\$50,000 - \$59,999","\$30,000 - \$39,999","Under \$20,000","Under \$20,000"
1643,YES SELF,"YES,SPOUSE","YES,SPOUSE","YES, SPOUSE",YES SELF,NO,NO,NO,NO,NO,NO,NO,YES SPOUSE,"YES,SPOUSE","YES,SELF","YES, SPOUSE",NO,NO,NO,NO,0.0,0.4799999892711639,0.4799999892711639,0.4799999892711639,"\$60,000 - \$69,999","\$50,000 - \$59,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
1645,NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES,SELF","YES,SPOUSE",NO,YES SPOUSE,NO,NO,NO,NO,NO,NO,NO,0.6000000238418579,0.4799999892711639,0.0,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$30,000 - \$39,999"
1646,YES SELF,NO,NO,"YES, SELF",NO,NO,"YES,SPOUSE",NO,NO,NO,NO,NO,NO,NO,"YES,SELF",NO,NO,NO,NO,NO,0.699999988079071,0.0,0.0,0.0,"\$30,000 - \$39,999","\$20,000 - \$29,999","Under \$20,000","\$30,000 - \$39,999"
1647,NO,"YES,SPOUSE",NO,BOTH,NO,BOTH,NO,NO,NO,"YES,SPOUSE",NO,NO,NO,NO,NO,"YES, SPOUSE",NO,NO,NO,NO,0.0,0.699999988079071,0.3000000119209289,0.0,"\$25,000 - \$29,999","\$25,000 - \$29,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
1656,YES SELF,"YES,SELF","YES,SELF",NO,NO,NO,NO,NO,NO,"YES,SPOUSE","YES,SPOUSE",NO,NO,NO,BOTH,NO,NO,NO,NO,NO,0.8500000238418579,0.699999988079071,1.0,0.3000000119209289,"\$70,000 - \$79,999","\$50,000 - \$59,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
1660,YES SELF,NO,NO,"YES, SELF",NO,NO,NO,NO,NO,NO,NO,"YES, SPOUSE",NO,NO,NO,NO,YES SELF,NO,NO,NO,1.0800000429153442,0.8500000238418579,0.3000000119209289,0.0,"\$70,000 - \$79,999","\$80,000 - \$89,999","\$60,000 - \$69,999","\$50,000 - \$59,999"
1662,YES SELF,NO,NO,NO,NO,NO,"YES,SELF",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$70,000 - \$79,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
1663,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES SELF,NO,NO,NO,NO,NO,NO,NO,0.0,0.3000000119209289,0.0,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$50,000 - \$59,999"
1671,NO,NO,NO,NO,NO,NO,NO,NO,YES SELF,BOTH,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.3000000119209289,0.8999999761581421,0.7799999713897705,0.0,"\$70,000 - \$79,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$30,000 - \$39,999"
1675,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$80,000 - \$89,999","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
1677,YES SELF,"YES,SELF",NO,NO,NO,NO,NO,NO,NO,NO,"YES,SELF","YES, SELF",NO,"YES,SPOUSE",BOTH,NO,NO,NO,NO,NO,0.0,0.3000000119209289,0.8500000238418579,0.0,"\$50,000 - \$59,999","\$40,000 - \$49,999","\$25,000 - \$29,999","\$25,000 - \$29,999"
1682,YES SELF,"YES,SELF","YES,SELF",NO,NO,NO,NO,NO,NO,NO,NO,NO,YES SELF,BOTH,"YES,SELF","YES, SELF",NO,NO,NO,NO,0.6000000238418579,0.3000000119209289,0.7799999713897705,0.3000000119209289,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
1695,NO,NO,NO,NO,NO,NO,NO,NO,YES SPOUSE,NO,NO,"YES, SPOUSE",NO,"YES,SELF","YES,SELF","YES, SELF",NO,NO,NO,NO,0.4799999892711639,0.3000000119209289,0.0,0.0,"\$90,000 - \$99,999","\$50,000 - \$59,999","\$20,000 - \$29,999","Under \$20,000"
1702,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,BOTH,NO,NO,NO,NO,NO,0.3000000119209289,0.0,0.0,0.0,"\$100,000 or More","\$60,000 - \$69,999","\$60,000 - \$69,999","\$30,000 - \$39,999"
1703,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$50,000 - \$59,999"
1704,NO,NO,NO,BOTH,NO,NO,NO,NO,NO,NO,NO,BOTH,NO,NO,NO,NO,NO,NO,NO,NO,0.699999988079071,0.6000000238418579,0.3000000119209289,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
1713,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES,SPOUSE",NO,NO,NO,NO,NO,0.0,0.3000000119209289,0.4799999892711639,0.0,"\$40,000 - \$49,999","Under \$20,000","Under \$20,000","\$20,000 - \$29,999"
1716,YES SELF,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,BOTH,NO,NO,NO,NO,NO,NO,0.3000000119209289,0.6000000238418579,0.0,0.0,"\$40,000 - \$49,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
1719,YES SELF,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.4799999892711639,0.3000000119209289,0.3000000119209289,0.0,"\$70,000 - \$79,999","\$30,000 - \$39,999","\$40,000 - \$49,999","\$20,000 - \$29,999"
1721,NO,"YES,SELF","YES,SELF","YES, SELF",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$20,000 - \$29,999","\$30,000 - \$39,999","Under \$20,000","\$30,000 - \$39,999"
1722,NO,NO,"YES,SELF",NO,NO,NO,NO,NO,NO,NO,NO,NO,YES SELF,"YES,SELF",NO,NO,NO,NO,NO,NO,0.4799999892711639,0.0,0.0,0.0,"\$90,000 - \$99,999","Under \$20,000","\$30,000 - \$39,999","\$20,000 - \$29,999"
1723,NO,"YES,SELF","YES,SELF",NO,YES SELF,"YES,SELF",NO,NO,NO,NO,"YES,SPOUSE",NO,YES SELF,NO,NO,NO,NO,NO,NO,NO,0.3000000119209289,0.4799999892711639,0.0,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
1730,YES SPOUSE,"YES,SPOUSE","YES,SPOUSE","YES, SPOUSE",NO,NO,NO,NO,NO,NO,NO,NO,YES SELF,"YES,SELF",BOTH,"YES, SELF",NO,NO,NO,NO,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,"\$40,000 - \$49,999","\$25,000 - \$29,999","\$25,000 - \$29,999","\$30,000 - \$39,999"
1736,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$90,000 - \$99,999","\$60,000 - \$69,999","\$40,000 - \$49,999","\$40,000 - \$49,999"
1738,BOTH,BOTH,NO,NO,NO,NO,NO,NO,YES SELF,NO,NO,NO,NO,NO,NO,NO,YES SELF,NO,NO,"YES, SELF",0.699999988079071,0.3000000119209289,0.0,0.0,"\$80,000 - \$89,999","\$80,000 - \$89,999","Under \$20,000","\$60,000 - \$69,999"
1739,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES, SPOUSE",YES SPOUSE,"YES,SPOUSE","YES,SPOUSE","YES, SPOUSE",YES SELF,NO,NO,NO,0.0,0.6000000238418579,0.3000000119209289,0.0,"\$100,000 or More","\$60,000 - \$69,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
1740,NO,NO,NO,NO,NO,NO,NO,NO,YES SELF,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$50,000 - \$59,999","\$40,000 - \$49,999"
1741,NO,NO,"YES,SELF",BOTH,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,BOTH,NO,NO,NO,NO,NO,0.699999988079071,0.699999988079071,0.3000000119209289,0.949999988079071,"\$80,000 - \$89,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
1744,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$30,000 - \$39,999","\$40,000 - \$49,999","\$25,000 - \$29,999","Under \$20,000"
1745,NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES,SPOUSE",NO,NO,NO,NO,"YES,SELF",NO,NO,NO,NO,NO,0.0,0.0,0.6000000238418579,0.8500000238418579,"\$100,000 or More","\$30,000 - \$39,999","\$60,000 - \$69,999","\$50,000 - \$59,999"
1747,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES,SPOUSE",NO,NO,NO,NO,NO,NO,0.3000000119209289,0.0,0.0,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$50,000 - \$59,999","\$50,000 - \$59,999"
1749,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$20,000 - \$29,999","\$20,000 - \$29,999","\$25,000 - \$29,999","\$20,000 - \$29,999"
1756,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$50,000 - \$59,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
1758,YES SPOUSE,NO,"YES,SPOUSE","YES, SPOUSE",NO,NO,NO,NO,NO,NO,NO,NO,YES SPOUSE,"YES,SPOUSE","YES,SPOUSE","YES, SPOUSE",NO,NO,NO,NO,1.1100000143051147,1.0800000429153442,0.3000000119209289,0.8500000238418579,"\$70,000 - \$79,999","\$50,000 - \$59,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
1763,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$80,000 - \$89,999","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
1764,NO,NO,NO,NO,NO,NO,NO,NO,YES SPOUSE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.4799999892711639,0.0,0.0,0.3000000119209289,"\$100,000 or More","\$60,000 - \$69,999","\$60,000 - \$69,999","\$25,000 - \$29,999"
1773,YES SELF,"YES,SELF",NO,NO,YES SELF,"YES,SELF","YES,SELF",NO,NO,NO,"YES,SPOUSE",NO,YES SPOUSE,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
1775,NO,NO,NO,BOTH,NO,NO,"YES,SPOUSE",NO,NO,NO,NO,NO,NO,NO,"YES,SELF",NO,NO,NO,NO,NO,0.0,0.4799999892711639,0.0,0.0,"\$30,000 - \$39,999","Under \$20,000","\$30,000 - \$39,999","\$30,000 - \$39,999"
1776,NO,NO,"YES,SELF",NO,NO,NO,NO,NO,YES SPOUSE,NO,"YES,SPOUSE",NO,NO,NO,NO,NO,NO,NO,NO,NO,0.699999988079071,0.3000000119209289,0.0,0.0,"\$60,000 - \$69,999","\$30,000 - \$39,999","\$25,000 - \$29,999","Under \$20,000"
1780,NO,NO,NO,"YES, SPOUSE",NO,NO,NO,"YES, SPOUSE",NO,"YES,SELF",NO,"YES, SELF",YES SELF,"YES,SELF","YES,SELF","YES, SELF",NO,NO,NO,NO,0.4799999892711639,0.0,0.3000000119209289,0.0,"\$60,000 - \$69,999","\$60,000 - \$69,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
1783,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$30,000 - \$39,999","\$25,000 - \$29,999","\$25,000 - \$29,999","Under \$20,000"
1792,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.3000000119209289,0.3000000119209289,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
1800,NO,"YES,SELF","YES,SELF",NO,NO,NO,BOTH,NO,YES SELF,NO,NO,NO,BOTH,"YES,SPOUSE","YES,SELF","YES, SELF",NO,NO,NO,NO,0.4799999892711639,0.0,0.4799999892711639,0.0,"\$100,000 or More","\$30,000 - \$39,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
1801,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$50,000 - \$59,999","\$30,000 - \$39,999","\$25,000 - \$29,999","\$20,000 - \$29,999"
1803,NO,NO,NO,NO,NO,NO,NO,NO,YES SPOUSE,"YES,SPOUSE",NO,NO,BOTH,BOTH,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$50,000 - \$59,999","\$30,000 - \$39,999","\$25,000 - \$29,999","\$20,000 - \$29,999"
1804,YES SELF,"YES,SELF","YES,SELF",NO,NO,NO,BOTH,NO,YES SELF,"YES,SELF",NO,"YES, SELF",NO,NO,NO,NO,NO,"YES,SPOUSE",,BOTH,0.0,0.0,0.0,0.0,"\$100,000 or More","\$60,000 - \$69,999","\$50,000 - \$59,999","\$40,000 - \$49,999"
1807,YES SPOUSE,"YES,SPOUSE","YES,SPOUSE",NO,NO,NO,"YES,SPOUSE",BOTH,NO,NO,"YES,SELF",NO,NO,NO,BOTH,NO,NO,NO,NO,NO,0.3000000119209289,0.4799999892711639,1.2799999713897705,0.0,"\$50,000 - \$59,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
1809,YES SELF,"YES,SELF","YES,SELF",NO,NO,NO,NO,NO,NO,"YES,SPOUSE",NO,NO,NO,NO,"YES,SPOUSE",NO,NO,NO,NO,NO,1.0,0.949999988079071,0.949999988079071,0.0,"\$70,000 - \$79,999","\$60,000 - \$69,999","\$50,000 - \$59,999","\$30,000 - \$39,999"
1810,NO,NO,NO,NO,NO,BOTH,BOTH,"YES, SELF",NO,NO,NO,NO,YES SELF,"YES,SELF",NO,NO,BOTH,BOTH,BOTH,NO,0.0,0.0,0.0,0.4799999892711639,"\$30,000 - \$39,999","\$30,000 - \$39,999","\$25,000 - \$29,999","\$20,000 - \$29,999"
1811,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$30,000 - \$39,999","\$20,000 - \$29,999","\$20,000 - \$29,999","\$30,000 - \$39,999"
1812,YES SPOUSE,"YES,SPOUSE","YES,SPOUSE","YES, SPOUSE",NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES,SPOUSE","YES,SPOUSE","YES, SELF",NO,NO,NO,NO,1.0800000429153442,1.0399999618530271,0.4799999892711639,0.699999988079071,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$40,000 - \$49,999"
1816,NO,NO,"YES,SPOUSE",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$100,000 or More","\$40,000 - \$49,999","\$40,000 - \$49,999","\$40,000 - \$49,999"
1818,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.3000000119209289,"\$100,000 or More","\$70,000 - \$79,999","\$40,000 - \$49,999","\$50,000 - \$59,999"
1819,NO,"YES,SELF","YES,SELF",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
1824,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,BOTH,BOTH,NO,NO,NO,NO,NO,0.3000000119209289,0.4799999892711639,0.0,0.0,"\$40,000 - \$49,999","\$50,000 - \$59,999","\$25,000 - \$29,999","\$20,000 - \$29,999"
1832,YES SELF,"YES,SELF","YES,SELF",BOTH,YES SELF,"YES,SELF","YES,SELF",NO,YES SPOUSE,"YES,SPOUSE",BOTH,"YES, SELF",YES SPOUSE,"YES,SPOUSE","YES,SPOUSE",NO,NO,NO,NO,NO,0.8500000238418579,0.8500000238418579,0.949999988079071,0.0,"\$80,000 - \$89,999","\$25,000 - \$29,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
1836,NO,NO,NO,NO,YES SPOUSE,NO,"YES,SPOUSE",NO,NO,NO,NO,NO,NO,"YES,SELF",NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$80,000 - \$89,999","\$20,000 - \$29,999","Under \$20,000","Under \$20,000"
1840,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES, SELF",NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$100,000 or More","\$80,000 - \$89,999","\$50,000 - \$59,999","\$60,000 - \$69,999"
1841,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$50,000 - \$59,999","\$60,000 - \$69,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
1846,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES,SELF","YES,SELF",NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$70,000 - \$79,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
1847,NO,"YES,SELF",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.3000000119209289,0.0,0.0,"\$70,000 - \$79,999","\$60,000 - \$69,999","\$60,000 - \$69,999","\$50,000 - \$59,999"
1856,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.3000000119209289,0.0,"\$80,000 - \$89,999","\$60,000 - \$69,999","\$50,000 - \$59,999","\$30,000 - \$39,999"
1862,NO,NO,NO,NO,NO,NO,NO,NO,YES SPOUSE,BOTH,NO,NO,YES SELF,"YES,SELF",NO,NO,NO,NO,NO,NO,0.3000000119209289,0.0,0.0,0.0,"\$80,000 - \$89,999","\$50,000 - \$59,999","\$40,000 - \$49,999","\$30,000 - \$39,999"
1866,YES SELF,"YES,SELF","YES,SELF","YES, SELF",NO,NO,NO,NO,NO,NO,NO,NO,YES SELF,"YES,SELF","YES,SELF","YES, SELF",NO,NO,NO,NO,0.699999988079071,0.7799999713897705,1.1100000143051147,1.0,"\$60,000 - \$69,999","\$70,000 - \$79,999","\$60,000 - \$69,999","\$50,000 - \$59,999"
1869,YES SPOUSE,"YES,SPOUSE",NO,NO,NO,NO,NO,NO,BOTH,NO,"YES,SELF","YES, SPOUSE",YES SELF,NO,"YES,SELF",NO,NO,NO,NO,NO,1.2599999904632568,0.0,0.0,0.0,"\$50,000 - \$59,999","\$40,000 - \$49,999","\$25,000 - \$29,999","Under \$20,000"
1871,YES SELF,"YES,SELF","YES,SELF","YES, SELF",NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES,SELF","YES,SELF","YES, SELF",NO,NO,NO,NO,0.0,0.0,0.0,0.8999999761581421,"\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999","\$50,000 - \$59,999"
1873,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.3000000119209289,0.0,0.4799999892711639,"\$50,000 - \$59,999","\$40,000 - \$49,999","\$50,000 - \$59,999","\$25,000 - \$29,999"
1878,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$30,000 - \$39,999","\$40,000 - \$49,999","\$50,000 - \$59,999","\$30,000 - \$39,999"
1879,NO,"YES,SPOUSE",NO,"YES, SPOUSE",NO,"YES,SPOUSE",NO,"YES, SPOUSE",YES SPOUSE,"YES,SELF",NO,NO,YES SPOUSE,NO,"YES,SPOUSE","YES, SPOUSE",NO,NO,NO,NO,1.1799999475479126,1.0,0.7799999713897705,1.1100000143051147,"\$80,000 - \$89,999","\$80,000 - \$89,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
1881,NO,"YES,SELF","YES,SELF","YES, SELF",NO,NO,NO,NO,NO,NO,NO,NO,YES SPOUSE,NO,NO,NO,NO,"YES,SPOUSE","YES,SPOUSE","YES, SPOUSE",1.2000000476837158,1.1100000143051147,0.4799999892711639,0.699999988079071,"\$60,000 - \$69,999","\$50,000 - \$59,999","\$40,000 - \$49,999","\$40,000 - \$49,999"
1884,NO,NO,NO,NO,NO,NO,NO,NO,YES SELF,NO,"YES,SELF","YES, SELF",NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.7799999713897705,0.3000000119209289,"\$100,000 or More","\$80,000 - \$89,999","\$60,000 - \$69,999","\$60,000 - \$69,999"
1901,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$70,000 - \$79,999","\$50,000 - \$59,999","\$50,000 - \$59,999","\$30,000 - \$39,999"
1902,YES SELF,NO,NO,NO,NO,NO,NO,"YES, SPOUSE",NO,NO,"YES,SPOUSE","YES, SPOUSE",YES SELF,"YES,SELF","YES,SPOUSE","YES, SELF",NO,NO,NO,"YES, SELF",0.699999988079071,0.0,0.4799999892711639,1.0800000429153442,"\$100,000 or More","\$60,000 - \$69,999","\$60,000 - \$69,999","\$20,000 - \$29,999"
1908,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.3000000119209289,0.0,0.0,0.0,"\$50,000 - \$59,999","\$60,000 - \$69,999","\$40,000 - \$49,999","\$40,000 - \$49,999"
1909,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.3000000119209289,0.0,0.0,"\$30,000 - \$39,999","\$25,000 - \$29,999","\$30,000 - \$39,999","\$20,000 - \$29,999"
1911,YES SELF,"YES,SELF","YES,SELF",NO,NO,NO,NO,NO,NO,"YES,SPOUSE","YES,SPOUSE",NO,YES SPOUSE,"YES,SPOUSE","YES,SPOUSE",NO,NO,NO,NO,NO,0.3000000119209289,0.6000000238418579,0.8500000238418579,0.0,"\$70,000 - \$79,999","\$25,000 - \$29,999","\$20,000 - \$29,999","\$20,000 - \$29,999"
1913,NO,"YES,SPOUSE","YES,SPOUSE",NO,NO,NO,NO,NO,NO,NO,"YES,SELF","YES, SELF",NO,NO,NO,NO,NO,NO,NO,NO,0.699999988079071,0.699999988079071,0.4799999892711639,0.699999988079071,"\$30,000 - \$39,999","\$25,000 - \$29,999","\$20,000 - \$29,999","Under \$20,000"
1916,NO,NO,NO,"YES, SPOUSE",NO,NO,NO,NO,NO,NO,NO,"YES, SPOUSE",NO,NO,NO,"YES, SELF",NO,NO,NO,NO,0.0,0.7799999713897705,0.3000000119209289,0.4799999892711639,"\$100,000 or More","\$80,000 - \$89,999","Under \$20,000","Under \$20,000"
1917,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,0.0,0.0,0.0,0.0,"\$100,000 or More","\$50,000 - \$59,999","Under \$20,000","Under \$20,000"
1919,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$50,000 - \$59,999","\$30,000 - \$39,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
1921,NO,NO,NO,NO,YES SELF,"YES,SELF","YES,SELF",NO,NO,NO,NO,NO,NO,"YES,SPOUSE",NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.4799999892711639,"\$25,000 - \$29,999","Under \$20,000","\$25,000 - \$29,999","\$20,000 - \$29,999"
1924,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES,SPOUSE",NO,NO,NO,NO,NO,NO,0.0,0.0,0.0,0.0,"\$70,000 - \$79,999","\$40,000 - \$49,999","\$30,000 - \$39,999","\$25,000 - \$29,999"
1928,YES SELF,NO,NO,NO,NO,NO,NO,NO,NO,NO,"YES,SPOUSE","YES, SPOUSE",NO,"YES,SPOUSE","YES,SPOUSE",BOTH,NO,NO,NO,NO,0.699999988079071,0.8999999761581421,0.3000000119209289,0.3000000119209289,"\$70,000 - \$79,999","\$40,000 - \$49,999","\$50,000 - \$59,999","\$25,000 - \$29,999"
